Date,Open Price,High Price,Low Price,Close Price,Average Price=(O+H+L+C)/4,Volume,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,ET_net_sentiment_score,Indian_sentiment_score,foreign_sentiment_score
06-07-2020,368,368,360.65,361.8,362.8575554,1050689,12365,381250442,269354,25.64,7.35,-6.2,0.201260779,0.138137628,-0.344950569
07-07-2020,362.2,377.6,362.2,375.7,371.3408514,1497019,18114,555904310,317456,21.21,15.4,13.5,0.210008305,0.137412403,-0.344525188
08-07-2020,378.7,378.95,367.6,368.9,374.5590818,1637900,16800,613490320,380982,23.26,11.35,-9.8,0.155972099,0.079269824,-0.344491445
09-07-2020,373.8,376.05,365.35,370.55,370.6228133,1059889,12574,392819043,266183,25.11,10.7,-3.25,0.2236351,0.146328673,-0.255991414
10-07-2020,364.85,368.2,359,360.35,363.0415912,1306864,23102,474445986,406140,31.08,9.2,-4.5,0.165365172,0.139035701,-0.344376363
13-07-2020,364.6,367,352.5,353.55,357.4709046,911380,11631,325791833,240798,26.42,14.5,-11.05,0.21904399,0.143153212,-0.344669149
14-07-2020,352,352.4,340.8,345.6,346.3796632,932508,12266,323001807,248461,26.64,11.6,-6.4,-0.07533362,-0.049292212,-0.245174199
15-07-2020,348,356.5,343.8,345.75,351.0113671,1294879,21190,454517248,353611,27.31,12.7,-2.25,0.15758538,0.139016718,-0.332255684
16-07-2020,347.1,348.45,341,344.75,344.6594542,707338,9173,243790729,134448,19.01,7.45,-2.35,0,-0.09972658,-0.257581292
17-07-2020,345.5,356,345.5,353.85,349.7779341,1376596,19449,481502905,441126,32.04,10.5,8.35,0.154415669,0.101037091,-0.338180611
20-07-2020,358.1,366.15,355.5,362.85,362.9086627,2214407,30924,803627483,741417,33.48,10.65,4.75,0.154411508,0.050381384,-0.344809407
21-07-2020,370.55,379.9,370,378.85,375.0852852,1598168,19766,599449300,545210,34.11,9.9,8.3,0,0.107817787,-0.340084402
22-07-2020,385.8,389.4,375.4,381.1,382.2683766,2827065,38590,1080697548,1154257,40.83,14,-4.7,-0.165924324,-0.108567421,-0.219422455
23-07-2020,382.7,395.5,378.85,392.3,384.4928177,2529698,33569,972650712,1375036,54.36,16.65,9.6,0.164806869,-0.003560192,-0.334634326
24-07-2020,388.2,389,372.15,381.85,381.1537088,2437511,33707,929066358,678191,27.82,16.85,-6.35,0,-0.109962073,-0.344240702
27-07-2020,388.8,388.8,356.65,358.5,365.4257933,3633641,58569,1327826145,1165294,32.07,32.15,-30.3,-0.175323952,-0.144171126,-0.344907109
28-07-2020,361.4,362.85,343.3,351.9,350.8675164,3179955,36347,1115742913,867736,27.29,19.55,-9.5,-0.222411875,-0.146260584,-0.327201452
29-07-2020,353.1,357.7,348.6,350.95,353.9048496,1632205,19359,577645265,489946,30.02,9.1,-2.15,-0.16549278,-0.136706212,-0.251086237
30-07-2020,352.65,354.45,340.5,345.05,347.6599969,1203636,14985,418456088,346086,28.75,13.95,-7.6,0.155255112,0.138551415,-0.341045489
31-07-2020,345.55,352.9,341.95,346.9,347.3622556,1920230,28237,667015424,415863,21.66,10.95,1.35,-0.209261299,-0.121523216,-0.342071649
03-08-2020,347,349.3,340.6,343.4,343.8810631,2216436,29500,762190368,1089840,49.17,8.7,-3.6,-0.223713085,-0.146377957,-0.344956596
04-08-2020,346.4,353,344,351.05,348.9402703,1756798,27811,613017569,656193,37.35,9,4.65,-0.214435176,0.077663753,-0.340607207
05-08-2020,354.2,359.85,350.85,352.2,355.9438419,2414666,30478,859485493,864037,35.78,9,-2,-0.185909232,-0.121643925,-0.335639768
06-08-2020,352.5,363.65,348.7,359.15,356.6116304,1479588,15790,527638289,269717,18.23,14.95,6.65,0.221338942,0.146223795,-0.340090262
07-08-2020,359.2,359.5,351,357.85,356.9327911,1146425,15750,409196675,355782,31.03,8.5,-1.35,0.223432111,0.146195854,-0.265489244
10-08-2020,359,364.95,357.55,363.6,361.3463921,602687,8070,217778773,162805,27.01,7.4,4.6,-0.214524661,0.143305305,-0.344952904
11-08-2020,369.1,374.15,364.5,367.4,369.1797128,2684989,36647,991243468,1154241,42.99,9.65,-1.7,-0.095935757,-0.062772579,0.308065728
12-08-2020,365,368.75,363.55,366.8,366.3707944,2853967,20005,1045610157,2049501,71.81,5.2,1.8,-0.161141615,-0.053681895,-0.010634762
13-08-2020,367.75,372.15,366.15,367.9,369.0103176,891195,7616,328860150,411183,46.14,6,0.15,0.164962858,0.107938316,0.199947372
14-08-2020,371.4,371.75,354.4,361.45,366.0200893,1864622,13085,682489111,1083141,58.09,17.35,-9.95,0.209592716,0.082973758,-0.316568604
17-08-2020,366.1,367.15,354.45,360.25,359.7860432,1316144,19545,473530242,287160,21.82,12.7,-5.85,0.092987207,-0.137326879,-0.344956756
18-08-2020,361.1,369.95,361.1,369.4,366.4602693,1903781,25054,697660098,1068539,56.13,8.85,8.3,-0.21733457,-0.142597638,-0.129445448
19-08-2020,373.7,375.7,370.4,374.35,373.7390611,1120174,11641,418652779,546953,48.83,5.3,0.65,0.139477515,0.091262775,-0.255921589
20-08-2020,366.3,369.65,362.55,367.9,365.9463048,1453519,13997,531909907,498620,34.3,7.1,1.6,0.120139294,0.075274791,-0.127905261
21-08-2020,369.55,373,367.1,371.15,369.6915642,1700101,17770,628512998,853846,50.22,5.9,1.6,-0.222171555,-0.146358149,0.041569232
24-08-2020,373,381.05,373,380.2,378.3979397,11867264,34169,4490548248,10612781,89.43,8.05,7.2,-0.196443493,-0.129167527,-0.344740655
25-08-2020,382,389.9,381.8,386.2,386.2622754,1634892,15520,631497104,479817,29.35,8.1,4.2,0.105123933,-0.06368281,-0.341984943
26-08-2020,387,391.5,384.2,389.35,388.1710887,1732119,9265,672358518,586103,33.84,7.3,2.35,-0.167642029,-0.109691349,-0.324739439
27-08-2020,391,397.4,388.2,392.45,393.6107071,1131048,9496,445192603,404944,35.8,9.2,1.45,0.055011206,-0.049069699,-0.343829857
28-08-2020,394,411.65,393.25,409.75,406.6640534,3676950,55336,1495283391,1644135,44.71,18.4,15.75,0.186962437,0.033232559,-0.088221936
31-08-2020,415,422.05,387.25,395,402.3927684,3127041,47416,1258298685,956937,30.6,34.8,-20,0.218023447,0.142656863,-0.344869353
01-09-2020,394.15,399.6,385.25,391.1,391.7323567,1984081,28122,777228726,828395,41.75,14.35,-3.05,0.007452081,-0.048241456,-0.333002312
02-09-2020,386,393.8,381.15,392.25,388.1237657,1322386,18360,513249434,404988,30.63,12.65,6.25,-0.169895161,-0.113382587,-0.325882789
03-09-2020,392.8,392.8,381.3,382.75,385.1453887,563957,7356,217205438,155903,27.64,11.5,-10.05,0.221743222,0.136338227,-0.327512842
04-09-2020,373.1,379.3,368.7,372.8,373.8761209,1475108,24773,551507657,573379,38.87,10.6,-0.3,-0.223294895,-0.13633201,-0.34331314
07-09-2020,373.3,376.65,369.1,373.25,373.9797346,1203729,16029,450170252,506358,42.07,7.55,-0.05,-0.160794485,-0.13966855,-0.344945816
08-09-2020,371.55,381.1,369.8,375.9,377.5838335,1430442,12089,540111774,739044,51.67,11.3,4.35,-0.168046564,-0.097089162,-0.34192527
09-09-2020,369.3,372.35,362.1,367.75,366.9021261,955546,18847,350591859,239740,25.09,10.25,-1.55,0,-0.000136105,-0.340579051
10-09-2020,372,375,365.55,370.45,371.5018832,1498817,17922,556813338,743243,49.59,9.45,-1.55,0.220401003,0.146052617,-0.34164039
11-09-2020,372.5,373.9,365.1,370.15,369.6131402,1133788,8467,419062943,669093,59.01,8.8,-2.35,-0.203076123,-0.132876546,-0.319841624
14-09-2020,373,373.9,359.6,363.65,367.5202315,665867,8354,244719594,236044,35.45,14.3,-9.35,-0.22334511,-0.144838652,-0.344952063
15-09-2020,363.65,372,363.65,371.45,369.6242788,768631,9370,284104679,212958,27.71,8.35,7.8,0.001066942,-0.004056559,-0.3075962
16-09-2020,372.7,376.75,365,374.75,371.4264874,523366,6472,194391995,97631,18.65,11.75,2.05,-0.058142291,-0.047618669,0.040015027
17-09-2020,369.5,371.5,367.4,368.9,369.3700125,561654,9620,207458145,139991,24.92,4.1,-0.6,-0.213290097,-0.146177535,-0.341351912
18-09-2020,370.85,374.6,364.8,369.9,371.2265232,1395389,10721,518005407,817099,58.56,9.8,-0.95,-0.111925815,0.115570628,-0.328334391
21-09-2020,366.25,368.65,349.25,350.85,358.0180754,1148246,30227,411092823,422420,36.79,19.4,-15.4,0,0.088519337,-0.344943965
22-09-2020,353.25,356,349.4,354.5,352.5299939,1501006,22708,529149636,406104,27.06,6.6,1.25,0.130364152,-0.042336515,-0.090092925
23-09-2020,356.65,357.2,342.45,351.7,349.8727019,845708,17950,295890143,283597,33.53,14.75,-4.95,-0.215285912,-0.144351358,-0.300615375
24-09-2020,345.55,347.2,334,335.8,341.0940153,587000,10332,200222187,213615,36.39,13.2,-9.75,-0.029911399,-0.019571594,-0.338448827
25-09-2020,338.1,350.4,336.55,348.5,343.0510113,898056,14628,308079019,250317,27.87,13.85,10.4,-0.181479032,0.123377473,-0.344366929
28-09-2020,351.9,363.95,349.2,362.9,358.8737732,654354,8839,234830489,214711,32.81,14.75,11,-0.187730809,-0.142613664,-0.344347888
29-09-2020,364.4,364.4,354.25,356.95,357.7292181,383530,5315,137199887,63483,16.55,10.15,-7.45,-0.01197249,-0.024765399,-0.339677095
30-09-2020,357.05,357.35,349.5,354.9,354.8261425,1027905,5799,364727566,674927,65.66,7.85,-2.15,0.222476313,0.146248316,-0.316732548
01-10-2020,357.5,370.95,357.5,369.15,366.6627631,1541845,24515,565337148,797601,51.73,13.45,11.65,-0.16819494,0.095051073,-0.318035645
05-10-2020,370.95,382.45,370.95,373.15,377.3854733,737885,10261,278467080,160892,21.8,11.5,2.2,-0.223717153,-0.146381069,-0.344956845
06-10-2020,376.5,381.6,375.05,380.45,378.5024887,903288,14792,341896756,408541,45.23,6.55,3.95,0,0.107964554,-0.341401405
07-10-2020,379.9,384.2,374.15,382.95,380.5606954,529587,6873,201539997,140526,26.54,10.05,3.05,-0.165942016,-0.002185639,-0.31818808
08-10-2020,385,389.6,382.75,387.55,387.4081615,1221438,20045,473195050,597725,48.94,6.85,2.55,0.221586517,0.098635148,-0.32857521
09-10-2020,388.6,403.5,386.8,401.65,397.8388005,2517750,41889,1001658640,1295652,51.46,16.7,13.05,-0.199586381,-0.080015734,-0.338353294
12-10-2020,404.25,409.95,400.55,403.85,405.6568251,1275912,23134,517582411,554706,43.48,9.4,-0.4,-0.041499707,0.124602129,-0.344913765
13-10-2020,401.6,401.6,393.55,396.15,396.4204895,470963,5936,186699383,108849,23.11,8.05,-5.45,0.15071777,0.121843381,-0.332519314
14-10-2020,394.15,409,389,406.8,398.141185,555137,6920,221022903,116693,21.02,20,12.65,0.221813695,0.137952667,-0.310332586
15-10-2020,407,409.85,389.2,390.9,402.8607862,1838244,20335,740556423,1005335,54.69,20.65,-16.1,-0.165710904,-0.108427777,-0.337980625
16-10-2020,394.2,401.3,390.55,395.95,395.9166559,574078,6342,227287042,88688,15.45,10.75,1.75,0,-0.060867263,-0.33183851
19-10-2020,400.1,418.7,400.1,417.05,413.1641043,1261923,17327,521381286,399463,31.66,18.6,16.95,-0.214777348,-0.140532879,-0.344294825
20-10-2020,413.95,416.85,410.8,414.55,413.8003401,627993,6274,259863717,128975,20.54,6.05,0.6,0.220957149,0.14632957,-0.317343325
21-10-2020,416,428.25,410.4,420.35,421.4118006,1058131,12593,445908890,188596,17.82,17.85,4.35,0.213380879,0.145357598,-0.216015487
22-10-2020,416.9,419.45,407.7,412.95,414.0121134,790858,14367,327424792,197863,25.02,11.75,-3.95,0.210764693,0.137907323,-0.237237648
23-10-2020,416.2,420.55,411.6,416.85,416.3672534,754528,10306,314160751,240316,31.85,8.95,0.65,-0.043159781,0.132419572,-0.344099911
26-10-2020,417.55,418.95,401.5,404.95,407.0431826,562727,8365,229054189,160094,28.45,17.45,-12.6,0.212789475,0.139232176,0.124103957
27-10-2020,404.55,412.25,393,409.85,404.4778674,1081231,15745,437334009,294433,27.23,19.25,5.3,0,-0.005384139,-0.3322164
28-10-2020,412.5,412.5,395,396.15,404.0504737,1400235,11239,565765615,874340,62.44,17.5,-16.35,-0.214740973,-0.140509078,-0.268157043
29-10-2020,391.6,401.9,389.6,399.9,397.059317,1124281,18125,446406246,329252,29.29,12.3,8.3,-0.172086728,-0.112599599,-0.326137789
30-10-2020,400.7,402.85,388.1,392.55,394.8329131,1062794,16379,419626051,274455,25.82,14.75,-8.15,-0.211611044,-0.138461106,-0.265075383
02-11-2020,417.95,422.85,407.2,417.1,414.6804471,2489034,29401,1032153732,911761,36.63,15.65,-0.85,0.16339715,-0.007413661,-0.344954495
03-11-2020,424.2,447,424.1,444.25,436.4786669,1948570,26231,850509236,809954,41.57,22.9,20.05,0.139940199,0.139262826,-0.258297571
04-11-2020,436,442.1,425.15,437.25,434.4783956,1810742,28247,786728279,692859,38.26,16.95,1.25,-0.147093806,-0.13746858,-0.343538564
05-11-2020,444,445.5,435.65,438.3,440.0662003,1536714,20224,676255891,729000,47.44,9.85,-5.7,0.056632791,0.14359529,-0.344204522
06-11-2020,439.95,444.9,436.4,443.1,440.6351767,1508681,15189,664777919,762168,50.52,8.5,3.15,-0.125428834,0.128815938,-0.341484904
09-11-2020,449.2,464.65,449.15,462.7,458.164099,2182652,29114,1000012787,948538,43.46,15.5,13.5,0.223414371,0.146385662,-0.344956744
10-11-2020,484.25,486.5,472.8,483.9,477.5395581,2300829,33350,1098736864,1167600,50.75,13.7,-0.35,0.210361464,0.146355494,0.137843505
11-11-2020,484.5,490.5,472.25,486.5,482.9611627,2474890,36196,1195275752,1012413,40.91,18.25,2,0.160977454,-0.092173402,-0.32617531
12-11-2020,481,483.4,471.6,476.3,477.105993,976338,10557,465816711,350211,35.87,11.8,-4.7,0.221817789,0.146194342,-0.214236432
13-11-2020,473.5,486.8,467.7,485.4,476.1419418,1820162,12490,866655469,1107965,60.87,19.1,11.9,-0.157653392,0.144483088,-0.343488574
14-11-2020,489.9,489.9,484.55,486.75,487.738519,164532,4416,80248594,68613,41.7,5.35,-3.15,-0.166184985,0.108872134,-0.339139569
17-11-2020,487,493.15,478.45,486.2,483.3285356,1176606,15123,568687255,585979,49.8,14.7,-0.8,0.223001183,0.146385611,-0.344912039
18-11-2020,489,499,486.65,497.45,492.2722702,1249127,12666,614910584,668977,53.56,12.35,8.45,0.116070428,-0.129276902,-0.296934172
19-11-2020,490,493.25,476,478.35,486.7980157,982908,11937,478477664,324674,33.03,17.25,-11.65,0.212420126,0.146358758,-0.324714382
20-11-2020,478.65,483.25,468.3,480.2,475.327595,1097187,15963,521523258,513680,46.82,14.95,1.55,-0.221066282,-0.144647847,-0.304423166
23-11-2020,480.4,483.2,466.6,468.3,472.3329838,1300868,23225,614442864,493419,37.93,16.6,-12.1,0.223132873,0.146370924,-0.340807584
24-11-2020,473.1,479.7,471.15,478.3,475.5157287,1376691,18614,654638224,730794,53.08,8.55,5.2,0.154337166,0.100985725,-0.120674816
25-11-2020,483,489.8,471.3,472.65,482.8603053,1865224,28810,900642630,585494,31.39,18.5,-10.35,0.217933068,0.146383621,-0.233920651
26-11-2020,474.2,477.05,465.95,475.4,471.477581,884248,12431,416903108,355390,40.19,11.1,1.2,0.215556422,0.141042641,-0.344470228
27-11-2020,475.6,479.3,471,472.8,475.726528,1424943,16768,677883186,735366,51.61,8.3,-2.8,0.098148621,0.05968908,-0.340235022
01-12-2020,483,488.5,474.15,485.25,482.4091573,525524,7351,253517590,196818,37.45,14.35,2.25,-0.0590887,0.143015948,-0.34495606
02-12-2020,487,487,472.2,480.45,478.4355815,856788,14265,409917865,168815,19.7,14.8,-6.55,0.203352562,0.146165022,-0.228482158
03-12-2020,481.7,484.8,479,481.9,482.4907448,1980461,15751,955554103,1199642,60.57,5.8,0.2,-5.48E-05,0.11896996,-0.341829524
04-12-2020,484.45,504,483.1,502.15,494.54042,2357211,35527,1165736118,1271903,53.96,20.9,17.7,0.221801105,0.146385638,-0.329103314
07-12-2020,504.1,515.5,504.1,510.65,509.3627443,1609886,27481,820015951,707076,43.92,11.4,6.55,0.223435581,0.146385644,-0.343327632
08-12-2020,511.7,511.7,505.3,508.5,507.837119,1033896,20754,525050766,570617,55.19,6.4,-3.2,-0.210489678,-0.1016456,-0.250676174
09-12-2020,511.4,514.95,506.1,511.3,510.1414552,901211,16256,459745091,353595,39.24,8.85,-0.1,0.111723297,0.146360574,-0.26999923
10-12-2020,508.5,514.4,498.8,506.95,506.0658705,1011151,13521,511709011,446872,44.19,15.6,-1.55,0.21286396,0.139280913,-0.073467186
11-12-2020,508.5,516.9,506.15,515.2,511.537111,1201141,14086,614428197,571501,47.58,10.75,6.7,0,-0.100613708,-0.338779604
14-12-2020,517.25,527.9,517.25,525.85,523.6759279,1667240,10217,873093454,1008244,60.47,10.65,8.6,0.223714665,0.146385662,-0.344774845
15-12-2020,524.9,524.9,513.15,517.9,516.7481262,1440293,12788,744268709,765616,53.16,11.75,-7,-0.222458883,-0.146096929,-0.289919151
16-12-2020,520.8,521.35,511.1,512.25,515.3700962,634935,7424,327226512,188172,29.64,10.25,-8.55,0.223673429,0.146380741,-0.309844372
17-12-2020,514,516.45,509.05,509.9,511.7826225,776704,6214,397503610,322822,41.56,7.4,-4.1,0.22306931,0.146201618,-0.025845113
18-12-2020,514.7,518.2,509.35,517.05,513.4478263,850294,7982,436581606,350061,41.17,8.85,2.35,0.037870059,0.140162116,-0.231378113
21-12-2020,515.4,515.4,488.3,494.35,503.7628763,1103015,17372,555658009,469406,42.56,27.1,-21.05,-0.176453633,0.146218022,-0.344372436
22-12-2020,495.1,501.75,489,500.5,496.2352112,900684,12309,446951115,278930,30.97,12.75,5.4,-0.013686758,-0.117732592,-0.076508652
23-12-2020,499,505.4,496.3,503.6,501.6799623,976991,11699,490136808,533786,54.64,9.1,4.6,-0.223240822,-0.146301663,0.020106453
24-12-2020,507.2,515.9,506.1,513.65,512.3505998,851689,12267,436363370,451270,52.99,9.8,6.45,0.211147112,0.144922669,-0.313314724
28-12-2020,516.45,521.15,514.05,520.2,518.0261725,869004,12341,450166816,524778,60.39,7.1,3.75,0.212018764,0.146204489,-0.344955726
29-12-2020,522.8,530.8,517.75,528.95,523.2363428,1420678,18254,743350361,937675,66,13.05,6.15,0.213541451,0.139724208,-0.304887395
30-12-2020,532.6,532.85,524.6,528.45,527.3735308,866108,13318,456762434,422920,48.83,8.25,-4.15,0,-0.130980668,-0.329892275
31-12-2020,530,538.4,526.65,534.8,534.5539585,861449,9963,460490973,449254,52.15,11.75,4.8,-0.212702353,-0.03068166,0.111079325
01-01-2021,534.8,536.4,526.4,527.55,530.0527797,363909,5253,192890977,113370,31.15,10,-7.25,0.223721512,0.146385661,-0.030272393
04-01-2021,531.3,535,524.05,531.65,530.4821061,1010850,13489,536237837,493585,48.83,10.95,0.35,0.212749821,0.139155568,-0.344392303
05-01-2021,527.35,539.95,522.8,537.05,529.2665595,719708,7540,380917377,275532,38.28,17.15,9.7,0.221153239,0.136257856,-0.341489472
06-01-2021,537.3,550.55,536.2,546.7,543.9372954,931048,10876,506431731,281324,30.22,14.35,9.4,0,-0.140021767,-0.264747563
07-01-2021,551,554.15,539.7,541.1,546.8949287,857751,12939,469099672,359192,41.88,14.45,-9.9,-0.000324077,0.106524239,-0.341476156
08-01-2021,546,546.65,536.4,542.1,540.772009,692159,10200,374300213,313728,45.33,10.25,-3.9,0.198342942,0.146382687,-0.341625326
11-01-2021,544.2,545.95,534.8,544.75,539.4615868,1028422,13059,554794164,658562,64.04,11.15,0.55,0.148482046,-0.039796529,-0.344645752
12-01-2021,538.05,550.5,537.2,547.9,544.1359285,828980,12915,451077802,360515,43.49,13.3,9.85,-0.169048608,-0.140295751,-0.344505061
13-01-2021,550.5,561,548.7,556.4,554.4967851,771708,10336,427909605,218329,28.29,12.3,5.9,-0.098250443,0.065458819,-0.316143495
14-01-2021,554.4,558.25,550.55,553,554.2279858,904302,5573,501189476,670350,74.13,7.7,-1.4,0.133307594,0.130975316,-0.343465892
15-01-2021,550.75,551.1,541.85,542.8,544.8578122,617838,7964,336633861,310043,50.18,9.25,-7.95,-0.016257517,0.018925548,-0.113119489
18-01-2021,543.5,548.4,528.8,532.25,539.231543,570935,7757,307866161,191529,33.55,19.6,-11.25,0.160570295,-0.111932326,-0.316431201
19-01-2021,539.8,547.95,534,546.3,540.4623363,360028,5548,194581574,104850,29.12,13.95,6.5,0,0,-0.310134708
20-01-2021,546.9,554.5,546.9,550.8,551.9570025,387790,5684,214043406,163589,42.18,7.6,3.9,0,0.107552592,-0.25189959
21-01-2021,554.55,560.85,549.7,552.25,556.1217998,530354,9559,294941421,268029,50.54,11.15,-2.3,0.165450724,0.146127926,0.302286666
22-01-2021,552.25,553.8,530.8,533.55,540.0837536,680878,12631,367731146,263382,38.68,23,-18.7,0,0.107959572,-0.035992714
25-01-2021,534,542.3,531.2,538.1,536.191735,625332,8044,335297850,236553,37.83,11.1,4.1,0,-0.136729153,-0.344629929
27-01-2021,538.1,539.25,519.1,522.3,528.2400877,752296,21683,397392905,363921,48.37,20.15,-15.8,0.154470476,-0.132663215,-0.344854781
28-01-2021,513,530,512.1,528.15,518.8373554,1281014,13243,664637916,742792,57.98,17.9,15.15,-0.022858881,-0.106979317,-0.320676472
29-01-2021,536,544.8,529.85,537,535.9744049,670598,11869,359423364,260174,38.8,14.95,1,0.223700733,0.14638352,-0.272223407
01-02-2021,550.2,609.5,550.2,603.95,583.0772377,2578043,39170,1503198191,640538,24.85,59.3,53.75,0.219862759,0.145222274,-0.344918701
02-02-2021,613.4,623.9,598.7,617.25,613.0291642,2042403,35847,1252052604,732835,35.88,25.2,3.85,0.218753834,0.068519107,-0.25759761
03-02-2021,623,627.5,614,622.25,622.1537375,2689546,11080,1673311096,247382,9.2,13.5,-0.75,0.171823383,0.050778171,-0.341747743
04-02-2021,618,631.5,609,627.5,620.9519418,1267484,9387,787046651,783331,61.8,22.5,9.5,0.112475213,-0.026428604,-0.306538691
05-02-2021,639,639,611.1,614.6,622.4240553,991465,21071,617111666,318582,32.13,27.9,-24.4,0.113530918,-0.053913431,-0.239290233
08-02-2021,622.3,633.85,622.3,629.55,624.9590539,1482779,15693,926676161,837049,56.45,11.55,7.25,-0.200841271,-0.14394229,-0.344952663
09-02-2021,630.1,643.05,628.75,633.7,636.3252947,748057,10800,476007591,293651,39.26,14.3,3.6,0.213127753,0.11575223,-0.338717193
10-02-2021,633,638.2,626.5,632.4,632.8533388,507878,10007,321412288,112275,22.11,11.7,-0.6,0,0.138969504,-0.344449086
11-02-2021,627,633.6,624.2,630.65,628.837154,422086,8873,265423359,96128,22.77,9.4,3.65,-0.167632375,0.104709118,-0.183683117
12-02-2021,630.4,649.25,630,647.5,641.8997192,506817,7556,325325690,165335,32.62,19.25,17.1,0.057779969,-0.096260111,-0.120643128
15-02-2021,652,676.5,652,674,666.0039895,909641,13152,605824535,270073,29.69,24.5,22,0.221893898,0.146220594,-0.344593177
16-02-2021,674.5,679.3,649.3,658.5,660.8085429,792731,16626,523843417,236688,29.86,30,-16,0.124691913,0.132925849,-0.327840515
17-02-2021,655.35,664.75,649.4,657,657.1342436,657655,13781,432167621,195910,29.79,15.35,1.65,-0.190294277,-0.128301613,-0.338912312
18-02-2021,659.95,659.95,637.85,644.55,644.6285802,890825,11583,574251255,450467,50.57,22.1,-15.4,-0.206183045,-0.146116823,-0.321870382
19-02-2021,638,638,618.95,623.9,627.8168458,689108,13605,432633611,212120,30.78,19.05,-14.1,-0.006223064,0.11575583,-0.319086041
22-02-2021,622.75,629.25,607.5,609.85,616.3423782,485393,9083,299168276,132120,27.22,21.75,-12.9,0.223704127,0.146350512,-0.344940239
23-02-2021,613.55,622.9,608.75,616.15,616.5654389,713918,11238,440177165,263607,36.92,14.15,2.6,0.159445597,0.145177221,-0.31581691
24-02-2021,612,646.6,582.2,641.4,619.4539612,3960028,55537,2453055031,2021360,51.04,64.4,29.4,0.213993577,0.140020043,-0.344169614
25-02-2021,640.15,648.35,626.55,627.95,637.4488835,2165974,27051,1380697708,1170694,54.05,21.8,-12.2,0.206686743,0.144652533,-0.337819094
26-02-2021,615.5,615.55,591.05,597.6,604.4929249,3441516,32131,2080372073,2101860,61.07,24.5,-17.9,-0.170738704,-0.145881393,-0.327792166
01-03-2021,606,611.75,600.4,608.15,606.7070498,821597,12555,498468692,210033,25.56,11.35,2.15,0.160101425,0.12714738,-0.344353764
02-03-2021,612.4,616.15,598.95,610.5,607.918793,585762,10274,356095728,109079,18.62,17.2,-1.9,0.213027863,0.145295697,-0.343596355
03-03-2021,616.2,633.5,613.75,631.85,623.4998418,1836511,23135,1145064318,1412668,76.92,19.75,15.65,-0.166836409,0.004618852,-0.241336222
04-03-2021,620.4,630.6,615.7,620.9,624.4586833,1063710,7532,664242946,638217,60,14.9,0.5,0.209653884,0.146065804,-0.341173651
05-03-2021,615,615,601.5,609.7,608.8211193,1000801,22479,609308785,285806,28.56,13.5,-5.3,-0.223569804,-0.146384546,0
08-03-2021,612.55,615.95,601.55,608.15,609.2043052,711132,14557,433224676,173175,24.35,14.4,-4.4,-0.194625789,-0.141129921,-0.344927068
09-03-2021,613.1,628,613.1,625.2,621.7942298,1126796,22551,700635251,597432,53.02,14.9,12.1,-0.199832393,0.100760603,-0.344485043
10-03-2021,630.4,630.4,621.7,625.75,625.9422347,722839,13898,452455459,455066,62.96,8.7,-4.65,0.077631319,0.127650617,-0.335450576
12-03-2021,633,637.75,608.4,612.85,626.9486445,1187019,21749,744199953,568986,47.93,29.35,-20.15,0.187886118,0.142526469,-0.262221115
15-03-2021,611.1,612.6,590.65,603.25,609.742453,4022201,26861,2452506704,3453771,85.87,21.95,-7.85,0.223546194,0.139594993,-0.344576838
16-03-2021,608.15,608.15,593.6,594.9,599.9796348,497318,7999,298380672,109114,21.94,14.55,-13.25,-0.006149298,-0.039755048,-0.266212455
17-03-2021,595.55,603.55,586.9,589.25,595.4046283,524768,8719,312449296,100434,19.14,16.65,-6.3,-0.06308828,-0.041279854,-0.342135748
18-03-2021,594.3,601.4,575.5,578.35,586.930677,677178,12679,397456542,163544,24.15,25.9,-15.95,-0.100268755,-0.124734883,-0.254228964
19-03-2021,575,588.9,569.8,586.5,577.8163921,829218,11286,479135753,194078,23.4,19.1,11.5,0.211073345,0.121953537,-0.299829036
22-03-2021,587.75,587.75,569.6,573.4,576.1451573,715176,12594,412045189,204689,28.62,18.15,-14.35,-0.223709648,-0.146385133,-0.344872878
23-03-2021,577.9,589.25,574.65,586.3,580.1278082,2419610,10328,1403683046,1910523,78.96,14.6,8.4,-0.21374048,-0.139975933,-0.270015349
24-03-2021,580.65,580.65,565,567.45,571.752441,593927,12368,339579212,185259,31.19,15.65,-13.2,-0.022026645,-0.118183607,-0.344048182
25-03-2021,569,579,557.2,571.4,568.3258397,763228,14914,433762194,204035,26.73,21.8,2.4,-0.21824977,-0.146383101,-0.341081018
26-03-2021,582.2,583.7,574.6,578.55,579.8111945,1092574,14178,633486636,560026,51.26,9.1,-3.65,0.012337531,0.0520322,-0.121296499
30-03-2021,580.9,592.9,580.9,591.35,588.1467125,940329,11738,553051410,409313,43.53,12,10.45,-0.091518044,0.145451563,-0.344945995
31-03-2021,588,589.75,579.1,581.25,581.6580011,1272127,14877,739942848,799617,62.86,10.65,-6.75,0.223720893,0.146385659,-0.130430617
01-04-2021,587.7,596.1,580.35,593.95,585.4924677,758795,13037,444268757,413639,54.51,15.75,6.25,0,0.146231161,-0.338610465
05-04-2021,593,593,563.6,571.15,573.5468372,860492,16829,493532465,298744,34.72,29.4,-21.85,0.223721867,0.14620786,-0.344956597
