Date,Open Price,High Price,Low Price,Close Price,Average Price=(O+H+L+C)/4,Volume,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,ET_net_sentiment_score,Indian_sentiment_score,foreign_sentiment_score
11-07-2023,948.25,952.2,942.05,944.9,949.3480495,356251,11026,338206192,300859,84.45,10.15,-3.35,-0.198845876,0.126108609,-0.292497376
12-07-2023,947.45,951.2,941.3,943.65,944.9325008,199706,3611,188708690,144366,72.29,9.9,-3.8,-0.213129856,-0.13193215,-0.32988023
13-07-2023,947,959,942.15,956.15,952.8208244,205999,6309,196280137,137760,66.87,16.85,9.15,0.118122457,0.146385661,-0.002025547
14-07-2023,959.7,964.95,951.4,961.6,959.6930871,596987,17120,572924297,337756,56.58,13.55,1.9,0.223722108,0.146385662,-0.309223279
17-07-2023,963,973.5,953.05,969.15,959.1103791,319064,10707,306017594,237969,74.58,20.45,6.15,0.223694914,0.14638566,-0.344955532
18-07-2023,975,987.65,970.7,975.55,979.2881294,388506,14860,380459314,165882,42.7,16.95,0.55,-0.212604017,0.096013305,-0.065522751
19-07-2023,978.05,979.75,967.4,973.65,971.1309374,290490,10482,282103826,177969,61.27,12.35,-4.4,0.169969723,0.146385661,-0.18880565
20-07-2023,974,997.95,972.2,995.45,984.8612569,385266,14558,379433557,284852,73.94,25.75,21.45,0.223717592,0.146375106,-0.334234234
21-07-2023,993.8,1001.5,989,996.7,995.3694562,804726,17025,800999681,93038,11.56,12.5,2.9,-0.220177517,-0.138106675,-0.334666667
24-07-2023,1008,1008.7,990.2,991.85,998.0109289,308815,9629,308200745,102058,33.05,18.5,-16.15,-0.223029805,-0.146281858,-0.344954488
25-07-2023,1000,1000,988.6,993.1,992.2879396,234188,9646,232381928,95812,40.91,11.4,-6.9,0.223013504,0.146385278,-0.33867049
26-07-2023,992.95,997.8,990.2,996.55,993.8837374,131160,7227,130357791,60107,45.83,7.6,3.6,0.223722196,0.146385662,-0.270204125
27-07-2023,1000,1005.5,987.25,990.6,995.4590076,329683,10069,328185912,116165,35.24,18.25,-9.4,0.02932908,0.146349792,-0.312956969
28-07-2023,990,998.25,977.05,995.35,987.9730165,634091,14899,626464798,97948,15.45,21.2,5.35,0.223719256,0.146358856,-0.341174238
31-07-2023,995.35,999.4,988.5,998.05,994.7480827,118396,4423,117774194,38392,32.43,10.9,2.7,0.195251649,0.145972333,-0.344952815
01-08-2023,999.05,1003.5,990.75,995.1,997.013603,219805,6045,219148575,120434,54.79,12.75,-3.95,-0.215468042,-0.09895332,-0.33995815
02-08-2023,982.05,994,977.75,987.6,985.2424111,275371,11502,271307188,148715,54.01,16.25,5.55,-0.222562737,-0.146385661,-0.335027055
03-08-2023,978.05,983.1,960.25,965.5,970.9379592,409908,18754,397995237,160446,39.14,22.85,-12.55,0.178911902,0.145480047,-0.110042719
04-08-2023,970,976.25,961.25,970.75,970.4513916,631434,14011,612776004,107259,16.99,15,0.75,0.221889945,0.146380302,-0.330155838
07-08-2023,970.5,981.55,968.3,975.7,976.340027,350234,10039,341947473,194426,55.51,13.25,5.2,-0.186691194,0.039388807,-0.342177075
08-08-2023,975.7,986.5,972.5,980.5,979.8597427,490684,12007,480801498,293628,59.84,14,4.8,0.214693076,0.145383946,-0.192152287
09-08-2023,974.8,975.5,964,972.6,969.0492348,328548,9875,318379188,176518,53.73,11.5,-2.2,-0.208128932,-0.145628014,-0.336218345
10-08-2023,972.95,972.95,959.5,964.2,964.3070253,411344,9732,396661909,214532,52.15,13.45,-8.75,0.223604942,-0.146383648,-0.340475006
11-08-2023,964.1,964.1,950,952.4,956.0344208,412512,14647,394375671,245587,59.53,14.1,-11.7,-0.223722196,-0.146385662,0.176155556
14-08-2023,950,962.5,946.45,959.05,954.4928942,226365,6418,216063784,114339,50.51,16.05,9.05,0.202411003,-0.146341233,-0.34347879
16-08-2023,954.15,959.85,946.75,956,953.8642866,87309,3016,83280937,27821,31.86,13.1,1.85,-0.219213475,0.145715054,-0.332660994
17-08-2023,956.15,956.95,946.6,951.1,950.6369953,211270,4734,200841078,76974,36.43,10.35,-5.05,-0.223713491,-0.146385662,-0.341509823
18-08-2023,949.8,954.9,946.35,950.95,951.088848,1137730,24689,1082082315,237193,20.85,8.55,1.15,-0.097981643,-0.145971288,0.01230327
21-08-2023,946.55,959.25,946.55,954.7,954.8921029,160996,6601,153733809,85488,53.1,12.7,8.15,-0.003991373,0.144299981,-0.344953159
22-08-2023,955.1,956.65,949.35,952.1,953.4337466,124469,3951,118672945,38109,30.62,7.3,-3,0.112432589,0.042575479,-0.25293896
23-08-2023,952.1,968,949.8,966.25,962.2760831,448452,12231,431534634,135931,30.31,18.2,14.15,-0.181667413,0.14636691,-0.320610641
24-08-2023,970.4,982.45,966.8,968.95,974.1740556,272953,5841,265903731,102476,37.54,15.65,-1.45,0.221170591,0.144053944,-0.231067318
25-08-2023,964.4,972.8,960.3,970.45,969.1371629,1261529,33757,1222594636,185438,14.7,12.5,6.05,-0.223491378,-0.146384812,-0.309922108
28-08-2023,970.45,974.85,965.05,970.85,969.454815,165254,5967,160206286,71658,43.36,9.8,0.4,0.115960821,0.143796267,-0.344802765
29-08-2023,972.2,977.1,965.7,967.8,971.501396,135743,4858,131874514,57914,42.66,11.4,-4.4,0.215213985,0.146346741,-0.323872797
30-08-2023,968.35,975.65,955,958.4,965.7812253,290774,9787,280824070,83998,28.89,20.65,-9.95,-0.21469276,-0.061722656,0.02854671
31-08-2023,959.15,966,953.85,958.2,961.1789344,532983,10673,512292032,74630,14,12.15,-0.95,0.218571969,0.122253302,-0.339367894
01-09-2023,958,972.8,953.15,969.05,966.458558,727703,17522,703294792,77627,10.67,19.65,11.05,-0.140010198,0.145539908,-0.34046217
04-09-2023,969.7,969.7,960.65,966.9,964.4416972,224423,8001,216442899,90806,40.46,9.05,-2.8,0.220670057,0.146384533,-0.344906632
05-09-2023,964,970,962.5,968.55,965.6933793,82046,2957,79231279,29219,35.61,7.5,4.55,0.159559076,0.098876101,-0.265547762
06-09-2023,960,968.75,950.75,957.6,957.8316943,295813,12339,283339067,116337,39.33,18,-2.4,0.222500547,0.143414148,-0.343582145
07-09-2023,958.6,969,955,965.45,961.3428448,193732,7826,186242872,87697,45.27,14,6.85,0.187106216,0.146371952,0
08-09-2023,967,975,961.4,970.55,969.0326639,353510,13183,342562737,66828,18.9,13.6,3.55,0.118543708,-0.137658806,-0.290538284
11-09-2023,974,981.5,969.5,978.35,974.2298841,262789,8977,256016897,157173,59.81,12,4.35,0.01537169,0.146385621,-0.34488348
12-09-2023,988.8,995.05,982.6,990.9,989.0178864,688234,17757,680675736,334806,48.65,12.45,2.1,0.22049576,0.146385643,-0.34132132
13-09-2023,990,994.75,980.8,989.75,988.8377318,330872,10091,327178718,117403,35.48,13.95,-0.25,-0.219359964,-0.146341852,-0.327787302
14-09-2023,991.5,992.55,982.45,987.3,987.3052202,111241,3222,109828820,39310,35.34,10.1,-4.2,0.142278503,0.133292643,-0.338439866
15-09-2023,991,997.4,988.6,992.35,992.4448025,149554,3808,148424090,61903,41.39,8.8,1.35,-0.13880958,-0.082900786,-0.304327975
18-09-2023,990.65,996,987.4,990.45,992.0981701,128369,4048,127354650,59846,46.62,8.6,-0.2,0.223721674,0.146385662,-0.34495508
20-09-2023,982,996,980.65,987.05,988.0438362,330868,10106,326912088,180761,54.63,15.35,5.05,-0.223602808,-0.146385662,-0.336024311
21-09-2023,981.35,989,957.9,959.35,967.7705197,266049,8747,257474379,114322,42.97,31.1,-22,-0.223120156,-0.146385662,-0.098386866
22-09-2023,956.55,960.7,947.75,950.3,953.6943966,289879,17861,276455978,123491,42.6,12.95,-6.25,-0.091410282,-0.049123971,-0.343748958
25-09-2023,959.95,961,941.5,956.45,950.7054461,197424,9251,187692072,70807,35.87,19.5,-3.5,-0.223700233,-0.146385662,-0.344955517
26-09-2023,959.7,959.7,947.05,948.55,952.1720047,217744,8311,207329741,109940,50.49,12.65,-11.15,-0.185217269,-0.1463688,-0.272497323
27-09-2023,947.95,947.95,934.6,943.15,940.6461817,133659,6013,125725828,53052,39.69,13.35,-4.8,-0.128054564,-0.146375879,-0.327366459
28-09-2023,947.95,947.95,934.9,942.7,940.2260794,246900,12127,232141819,104987,42.52,13.05,-5.25,-0.223722196,-0.146385662,-0.33585018
29-09-2023,945.75,956,944,952.05,951.8689808,263076,10816,250413884,137061,52.1,12,6.3,-0.218417897,-0.139372489,-0.240963986
03-10-2023,953,953,939,940.35,943.0223741,174800,10108,164840311,81611,46.69,14,-12.65,-0.223721227,-0.146385662,-0.344685518
04-10-2023,935.9,935.9,925,930.7,928.35036,302232,16745,280577186,123987,41.02,10.9,-5.2,0.203358698,-0.146385262,-0.310579238
05-10-2023,935,944,934.6,940.85,939.989729,139422,6195,131055248,44888,32.2,9.4,5.85,-0.032046182,-0.14635387,-0.340143331
06-10-2023,945,946.4,938,945.25,943.6449106,423009,18263,399170290,82353,19.47,8.4,0.25,0.217340936,0.146385435,-0.249123454
09-10-2023,934.6,941.95,934.6,937.65,938.5774708,191130,7471,179390312,130491,68.27,7.35,3.05,0.128826559,-0.129245485,-0.344500146
10-10-2023,938.45,957.4,938.45,950.95,951.422685,107560,3503,102335024,61440,57.12,18.95,12.5,0.165103772,0.146385651,-0.178817613
11-10-2023,953.25,962,950.8,952.65,954.0987044,2333016,7989,2225927543,2277847,97.64,11.2,-0.6,0.212856735,0.146385639,0.169259199
12-10-2023,954.45,959.85,949.65,954.35,954.9229636,133054,2928,127056320,82737,62.18,10.2,-0.1,0.078131704,-0.146364362,-0.342316211
13-10-2023,950,957,944.5,951.75,949.9815485,672465,26041,638829342,220918,32.85,12.5,1.75,-0.223703677,-0.146385661,-0.321592515
16-10-2023,946.25,954.65,946,951.05,951.3493245,187708,9062,178575879,95358,50.8,8.65,4.8,-0.066416284,0.064046731,-0.344851684
17-10-2023,953.4,960.75,951.75,954.95,955.6259238,339479,4078,324414933,290559,85.59,9,1.55,0.223680592,0.146385537,-0.341885215
18-10-2023,953.05,953.05,939.25,943.5,943.8507196,293555,11183,277072098,168982,57.56,13.8,-9.55,-0.215486513,-0.14607495,-0.238511784
19-10-2023,937.35,944.75,934,935.05,939.1123689,1235253,7090,1160041371,1180487,95.57,10.75,-2.3,-0.223722089,-0.146385662,-0.332137059
20-10-2023,933.95,939.8,930.5,932.45,934.4288958,590190,21495,551490590,219390,37.17,9.3,-1.5,0.221193378,-0.146383967,-0.06766592
23-10-2023,944.7,944.8,925.6,929.75,938.9227164,239378,12918,224757442,95338,39.83,19.2,-14.95,-0.223393652,-0.146385662,-0.344903641
25-10-2023,927,934.35,911.45,916.05,923.6809045,246199,8079,227409315,133665,54.29,22.9,-10.95,0.007920462,-0.135658666,-0.344769837
26-10-2023,915.9,916.45,898.85,909.15,902.1017897,771915,11839,696345903,628177,81.38,17.6,-6.75,0.219481978,-0.146385662,-0.314022624
27-10-2023,924.5,924.5,911.25,912.6,913.9323105,1002341,29200,916071826,282572,28.19,13.25,-11.9,0.22313681,0.146385662,-0.344228414
30-10-2023,912,926.4,908.4,924.7,918.2809032,267772,5946,245889914,136035,50.8,18,12.7,-0.223652846,0.146385662,-0.34495244
31-10-2023,927.95,930.05,914.25,915.4,921.7311923,233442,6016,215170773,128467,55.03,15.8,-12.55,-0.20390997,-0.130273942,-0.339362067
01-11-2023,915.9,917.75,909.6,914.4,913.2083797,205831,8276,187966594,114005,55.39,8.15,-1.5,-0.223716076,-0.146385659,-0.285161958
02-11-2023,919.25,924.7,913,919.25,919.5962663,154218,6856,141818297,62756,40.69,11.7,0,0.144782995,0.03353138,0.057355314
03-11-2023,927.35,934.75,926.35,933.45,931.8503878,727113,15620,677560531,165760,22.8,8.4,6.1,0.187322022,-0.146381541,-0.322810357
06-11-2023,941.95,948,937.25,945.25,941.5858206,193153,6448,181870126,139772,72.36,10.75,3.3,0.223031456,0.146385321,-0.344185852
07-11-2023,944.35,950.8,930.7,948.35,936.9524897,310880,11852,291279790,226554,72.88,20.1,4,-0.221670197,-0.146009508,0.112069966
08-11-2023,948.4,948.95,934,934.65,936.9966536,408798,12355,383042358,267015,65.32,14.95,-13.75,-0.188380725,0.146367024,0.116229085
09-11-2023,935.8,942.5,933,937.45,937.7046145,254068,6214,238240736,170585,67.14,9.5,1.65,0.223685685,0.146385662,-0.247676902
10-11-2023,935.95,941.5,932.3,938.35,937.4267368,743634,26273,697102394,316444,42.55,9.2,2.4,0.215899711,-0.146346481,-0.321249885
12-11-2023,944.95,944.95,940,942.2,941.9227341,31191,1792,29379512,18969,60.82,4.95,-2.75,0.177653848,0.146385634,-0.344929242
13-11-2023,943,943,931.9,934.55,933.7460111,1055999,19460,986034854,642141,60.81,11.1,-8.45,0.064403616,0.145170743,-0.285338201
15-11-2023,942.1,944,938.6,940.6,940.6385336,583241,8704,548618959,468868,80.39,5.4,-1.5,0.223712801,0.146385662,-0.344893318
16-11-2023,938.05,946.15,933.7,935.6,939.2637993,713023,6929,669716692,620953,87.09,12.45,-2.45,0.215331939,0.142353304,-0.308155773
17-11-2023,927.8,938.45,920.45,922,927.2709317,445533,15166,413129800,82261,18.46,18,-5.8,-0.087440075,-0.146159868,-0.342153357
20-11-2023,922,926.55,917.45,921.45,922.8299724,307256,12161,283545046,93209,30.34,9.1,-0.55,0.223720641,0.146378055,-0.344063018
21-11-2023,923.5,927.75,922,926.3,924.6651461,160031,6399,147975088,77264,48.28,5.75,2.8,-0.170175895,-0.115970677,-0.340525608
22-11-2023,921,925.3,914.8,922.6,919.9613724,186447,10245,171524038,88399,47.41,10.5,1.6,0.17989499,0.026439669,-0.327876481
23-11-2023,924.35,925,918.35,923.05,920.9180453,253506,5684,233458250,133403,52.62,6.65,-1.3,0.22341547,0.098555593,-0.341074467
24-11-2023,922.25,930.6,920.35,929.15,925.09439,906155,20419,838278907,282428,31.17,10.25,6.9,0.22221693,0.138668808,-0.253083863
28-11-2023,927.55,931.45,921.65,926.05,923.5966729,462627,8614,427280758,371771,80.36,9.8,-1.5,-0.10402156,0.146384984,-0.344944789
29-11-2023,928.55,941.15,926.15,939.35,932.7668078,282711,9378,263703437,160150,56.65,15,10.8,0.22280872,0.146383902,-0.134830836
30-11-2023,940.95,941.05,928.65,935.2,931.8847637,568059,17869,529365527,411275,72.4,12.4,-5.75,0.223695796,0.146385541,-0.00891595
01-12-2023,936,951.95,933.25,946.35,946.0098405,1843916,49570,1744362681,910028,49.35,18.7,10.35,0.223719846,0.146385662,-0.316043568
04-12-2023,960.15,995,960.15,990.6,981.1566496,1566930,36101,1537403789,474017,30.25,34.85,30.45,0.22372214,0.146385662,-0.344941899
05-12-2023,999.25,1015.7,995.1,1013.15,1008.296188,948329,18438,956196516,671732,70.83,20.6,13.9,0.223720861,0.146385647,-0.339564259
06-12-2023,1013.2,1015.45,1001.05,1002.95,1004.917287,151234,5509,151977661,55924,36.98,14.4,-10.25,0.220410312,0.146385661,-0.327208614
07-12-2023,998,1002,988.2,999.35,997.6145324,221147,4114,220619461,152741,69.07,13.8,1.35,-0.01800988,0.146292055,-0.343286538
08-12-2023,998,1012.65,993.2,1010.95,1006.119768,1039539,25646,1045900737,227138,21.85,19.45,12.95,-0.191326982,0.146372518,-0.330974197
11-12-2023,1006.7,1020.45,1005,1017.05,1017.085996,1355849,30192,1379015030,292271,21.56,15.45,10.35,0.223660729,0.146385662,-0.344892621
12-12-2023,1019.5,1021,1008.25,1015.2,1012.844419,167128,6927,169274662,96258,57.6,12.75,-4.3,0.112176998,0.14638563,-0.341007253
13-12-2023,1015.2,1020.5,1009.45,1014.15,1014.425735,118623,3795,120334224,58140,49.01,11.05,-1.05,-0.221796465,-0.145710324,-0.265800017
14-12-2023,1023.65,1039.95,1021.55,1034.35,1033.927805,460103,13173,475713285,295593,64.24,18.4,10.7,0.221604748,0.146385662,0.083765763
15-12-2023,1041,1042.65,1026,1037.1,1031.964819,508915,17516,525182376,230286,45.25,16.65,-3.9,0.22372039,0.146385662,-0.317849604
18-12-2023,1031.75,1031.75,1018,1020.6,1021.057039,1164626,36129,1189149575,170206,14.61,13.75,-11.15,0.165137363,0.146385581,-0.344956498
19-12-2023,1029,1029,1012.7,1014.85,1017.03945,221645,4431,225421709,143777,64.87,16.3,-14.15,0.194052699,-0.145394283,0.2006908
20-12-2023,1021.95,1021.95,1002.7,1006.25,1011.45543,276205,6481,279369047,143408,51.92,19.25,-15.7,0.223719223,0.146311181,-0.315985452
21-12-2023,992.55,1010.6,989.25,1003.65,997.8209335,190164,6265,189749620,75060,39.47,21.35,11.1,-0.22247292,-0.04486457,-0.343650047
22-12-2023,1005.45,1009.3,991.8,993.85,997.3285692,1072468,23951,1069602976,128530,11.98,17.5,-11.6,0.038660363,0.109239276,-0.303720368
26-12-2023,995,997.5,990,995.1,993.9134087,145234,5578,144350020,52945,36.45,7.5,0.1,0.07170857,0.146385662,-0.342304702
27-12-2023,996.2,1004,992.05,1001.75,1000.034233,255045,8266,255053731,122230,47.92,11.95,5.55,0.210647313,0.14638561,-0.223756787
28-12-2023,1009.65,1011.9,999.05,1005.4,1005.031263,379293,8018,381201323,162131,42.75,12.85,-4.25,0.223721972,0.146385662,-0.338277638
29-12-2023,1005.05,1008.7,993.25,996.45,997.128632,876710,28146,874192643,117419,13.39,15.45,-8.6,0.223408581,0.14638566,-0.338964053
01-01-2024,994.65,1005.1,991.6,1001.25,1000.745498,1047767,25273,1048548108,430882,41.12,13.5,6.6,0.223722157,0.146385662,-0.344955601
02-01-2024,998,998,980.55,982.1,988.5756413,617553,23811,610497853,278939,45.17,17.45,-15.9,0.223720768,0.146385638,-0.341200974
03-01-2024,983.75,987.9,975.35,984.25,985.6547141,1613020,10232,1589880767,1497254,92.82,12.55,0.5,0.197661503,0.028018848,-0.337515431
04-01-2024,984.5,989,981.9,986.45,985.6637715,606638,14588,597941099,428999,70.72,7.1,1.95,0.162304022,0.143302026,-0.249096832
05-01-2024,988.3,998.45,984.1,994.1,991.2663598,864740,18773,857187672,406265,46.98,14.35,5.8,-0.130809911,0.088204313,-0.165025279
08-01-2024,992.45,997.95,980.15,982,986.8900735,915475,25748,903473190,355806,38.87,17.8,-10.45,0,-0.146385651,-0.344625125
09-01-2024,987,994.95,975.6,979.3,990.2801437,554087,14541,548701354,399207,72.05,19.35,-7.7,0.125998831,0.14576884,-0.329061256
10-01-2024,975.3,994.65,975.3,993.05,988.3343377,209755,5050,207308069,86561,41.27,19.35,17.75,0.100502407,0.145646782,-0.311719255
11-01-2024,996,998,987,990.95,991.8951578,163293,7396,161969536,78266,47.93,11,-5.05,0.164844225,0.146385462,0
12-01-2024,994,1008.95,992,1003.85,1003.915965,667913,19275,670528524,115004,17.22,16.95,9.85,0.164824431,0.146385295,-0.188551143
15-01-2024,1003.65,1011.65,999.3,1009.6,1007.953736,1045944,27165,1054263162,309324,29.57,12.35,5.95,0.21501541,0.146385661,-0.344949441
16-01-2024,1004.85,1016,1004.85,1009.15,1010.576522,81421,3286,82282151,32610,40.05,11.15,4.3,-0.162444747,0.004297101,-0.327213202
17-01-2024,985.3,1008,977.1,980.35,987.9438987,1423656,33745,1406492259,910151,63.93,30.9,-4.95,-0.005237438,-0.146385662,-0.325727049
18-01-2024,976.05,994.35,970.05,986.6,983.2828309,373612,11616,367366265,184824,49.47,24.3,10.55,-0.168084523,-0.146383278,-0.328762775
19-01-2024,992.5,1010.75,988,999.1,1002.153462,1143831,34010,1146294197,321240,28.08,22.75,6.6,0,-0.141628215,0
20-01-2024,1007,1014.95,995.15,1008.3,1006.409813,1062409,21397,1069218843,60898,5.73,19.8,1.3,0,0.106035941,-0.340751476
23-01-2024,1067.4,1067.4,1021.2,1029.45,1036.821572,800822,12872,830309525,366828,45.81,46.2,-37.95,-0.143878026,-0.14638565,-0.344855763
24-01-2024,1030,1035.8,996.65,999.2,1002.33894,1826448,24668,1830719953,1412856,77.36,39.15,-30.8,0,0.146345095,-0.343555726
25-01-2024,999.5,1014.95,988.15,1009.9,1000.155975,1362343,25916,1362555491,553183,40.61,26.8,10.4,0,-0.142357068,-0.259788488
29-01-2024,1020,1032.1,1010.1,1017.35,1019.22058,534495,13494,544768304,161590,30.23,22,-2.65,0.026119724,0.146385661,-0.344956785
30-01-2024,1016.95,1023.7,1008,1016.3,1015.789197,379549,14447,385541774,237522,62.58,15.7,-0.65,-0.087448853,0.058391561,-0.344399142
31-01-2024,1016.9,1038.95,1003.3,1027.9,1026.7329,242643,5438,249129551,117851,48.57,35.65,11,0,0.136840881,-0.343882721
01-02-2024,1030.3,1033,1017.45,1025.6,1027.555311,337236,9942,346528643,246708,73.16,15.55,-4.7,-0.167085028,0.146376751,-0.344064664
02-02-2024,1032.15,1050,1022,1024.75,1038.105633,1208255,31033,1254296322,272988,22.59,28,-7.4,0.147069661,0.145126237,-0.321984972
05-02-2024,1021.65,1026.65,1012.3,1023.8,1021.242892,902421,22695,921591032,470504,52.14,14.35,2.15,0.150856643,0.107410864,-0.340850794
06-02-2024,1023.85,1034.75,1016.8,1026.15,1028.325056,389081,8410,400101741,228860,58.82,17.95,2.3,0.164263731,0.142807568,-0.21478053
07-02-2024,1030.8,1031.75,1013.2,1023.75,1020.714541,347143,8479,354333908,270608,77.95,18.55,-7.05,0,-0.13012488,-0.30986909
08-02-2024,1023.05,1028.3,985.45,989.6,999.1494673,396789,20170,396451518,207135,52.2,42.85,-33.45,-0.181722626,-0.075425604,-0.320969567
09-02-2024,989.95,1013.9,985.85,1010.75,1006.493836,1038825,26023,1045570959,303896,29.25,28.05,20.8,0.164144142,-0.023050185,-0.111095303
12-02-2024,1011.7,1011.7,985.15,995.65,997.6292657,551341,17177,550033917,134245,24.35,26.55,-16.05,0.165630812,-0.145454745,-0.344927483
13-02-2024,1004.75,1027.05,1001,1020.1,1017.019465,182021,7065,185118900,63913,35.11,26.05,15.35,0,0.146385034,-0.339578197
14-02-2024,1010.3,1035.4,1007.8,1021.75,1023.903815,322752,12005,330467004,174713,54.13,27.6,11.45,-0.167579807,-0.146363691,-0.343441897
15-02-2024,1023,1024.65,1006.75,1017.15,1015.078217,224823,6446,228212930,99894,44.43,17.9,-5.85,0.164970829,-0.136627025,-0.338839852
16-02-2024,1023.8,1026.2,1017.05,1022.8,1021.816385,709958,15876,725446717,163683,23.06,9.15,-1,0,0.145212424,-0.342057063
19-02-2024,1023,1045.95,1023,1043.55,1039.686837,210734,5315,219097366,75127,35.65,22.95,20.55,0,0.146368578,-0.344816247
20-02-2024,1044.5,1052.25,1033.2,1048.8,1046.744348,145260,4245,152050084,74710,51.43,19.05,4.3,0,0.14479218,-0.254241428
21-02-2024,1056.45,1063.85,1045,1050.05,1057.309809,338041,10885,357414065,179496,53.1,18.85,-6.4,-0.158876554,-0.143841164,-0.326510765
22-02-2024,1055,1065.75,1041,1063.65,1054.968603,92684,3376,97778710,35309,38.1,24.75,8.65,0,0.146383501,-0.340752709
23-02-2024,1069,1069.75,1057.85,1061.2,1063.442863,665149,18490,707347957,153080,23.01,11.9,-7.8,-0.165991341,-0.011156948,-0.305986722
26-02-2024,1055,1062.1,1051.2,1054.25,1055.200667,249313,6049,263075244,40502,16.25,10.9,-0.75,0.133442716,0.146372271,-0.342756644
27-02-2024,1053.75,1066,1046.45,1060.35,1056.613742,178844,6801,188969028,99079,55.4,19.55,6.6,0,-0.028036785,-0.313427753
28-02-2024,1059.85,1064.1,1042.25,1046.15,1052.627453,119389,7372,125672139,57622,48.26,21.85,-13.7,0,-0.146362954,-0.266142526
29-02-2024,1041.35,1060.5,1038.8,1053.45,1051.106442,195223,5390,205200153,72000,36.88,21.7,12.1,0,-0.119417336,-0.343412704
01-03-2024,1055,1089.5,1055,1086.9,1080.859481,732839,25092,792095981,288681,39.39,34.5,31.9,0.211867509,0.146385662,-0.343180005
02-03-2024,1085.75,1089.3,1076.9,1083.45,1083.499958,47544,1070,51513922,11698,24.6,12.4,-2.3,0,0.146321297,-0.047556136
04-03-2024,1080.35,1095.35,1080.35,1091.8,1091.210671,575225,13477,627691658,242081,42.08,15,11.45,0.145180414,0.146385614,-0.338972477
05-03-2024,1085.2,1099.35,1077,1088.1,1090.965866,8110081,5033,8847821544,8042645,99.17,22.35,2.9,0,-0.14638564,-0.343823962
06-03-2024,1080.35,1113.35,1080.35,1096.8,1092.905421,996816,11669,1089425610,812748,81.53,33,16.45,-0.167782858,-0.145855043,-0.343185619
07-03-2024,1096.65,1096.65,1082.95,1087.85,1088.077382,405494,9990,441208850,48011,11.84,13.7,-8.8,0.118473217,0.146212477,-0.339848643
11-03-2024,1089.35,1089.35,1076.5,1077.95,1079.61186,121974,3589,131684577,62151,50.95,12.85,-11.4,0,-0.129398463,-0.344528492
12-03-2024,1077,1094.35,1056,1076.95,1079.519225,122966,5491,132744161,30173,24.54,38.35,-0.05,0,0.14632548,-0.34055281
13-03-2024,1075.45,1089.5,1073.15,1083.35,1084.121505,358719,14359,388894982,202635,56.49,16.35,7.9,0,-0.146385634,-0.322987146
14-03-2024,1072.05,1097.2,1072.05,1083.5,1089.307266,254991,7325,277763549,184789,72.47,25.15,11.45,0.161928409,0.146282074,-0.31502281
15-03-2024,1074.85,1085.55,1070.05,1078.6,1079.268061,919925,17792,992845671,464897,50.54,15.5,3.75,-0.167587351,-0.145529205,-0.311513643
18-03-2024,1074.35,1084.45,1060.2,1081.2,1076.955487,439103,10427,472894385,251606,57.3,24.25,6.85,0,-0.083903567,-0.344692273
19-03-2024,1079.95,1088.6,1076.65,1084.05,1083.903234,293513,7845,318139690,168251,57.32,11.95,4.1,0,-0.146382936,-0.214003878
20-03-2024,1079,1089.6,1067.7,1084.85,1080.894435,231942,6836,250704817,118156,50.94,21.9,5.85,0,0.109136914,-0.322564377
21-03-2024,1090.15,1097.4,1079.15,1082.2,1087.956751,246551,7094,268236825,146982,59.62,18.25,-7.95,0.219504693,0.146385662,-0.300277538
22-03-2024,1077.35,1093.5,1077.35,1090.1,1090.251709,1016026,21409,1107724083,332751,32.75,16.15,12.75,-0.144681332,0.138864246,-0.308746871
26-03-2024,1084.1,1088.4,1076.85,1084.05,1083.882171,420737,10276,456029333,324070,77.02,11.55,-0.05,0.081688439,-0.131606272,-0.344956846
27-03-2024,1088.95,1092,1079.3,1084,1086.913463,619420,17977,673255937,501004,80.88,12.7,-4.95,-0.163616001,0.14065401,-0.343938658
28-03-2024,1084,1105.1,1084,1095.85,1097.41852,1356859,16700,1489042196,906790,66.83,21.1,11.85,-0.075654071,0.146385657,-0.23886773
01-04-2024,1097,1102.55,1094.85,1099.25,1098.594933,317812,9356,349146653,218893,68.87,7.7,2.25,0.189617965,0.146385662,-0.344954275
02-04-2024,1095,1095,1079.5,1081.3,1083.482601,129602,3700,140421512,64021,49.4,15.5,-13.7,-0.025890727,-0.146295018,-0.319095016
03-04-2024,1076.85,1083.1,1073.5,1077.1,1078.556023,152571,7182,164556371,64734,42.43,9.6,0.25,0.192856274,0.135607682,-0.338753126
04-04-2024,1085.55,1085.55,1063.25,1076.85,1075.779032,303370,6460,326359085,223040,73.52,22.3,-8.7,-0.215410829,-0.120543896,-0.340612109
05-04-2024,1072,1086.4,1068.2,1082.35,1077.166389,317606,10066,342114508,47285,14.89,18.2,10.35,0.196804753,0.146385561,-0.313109947
08-04-2024,1081.95,1091.25,1078.35,1086.85,1086.628096,288924,7064,313952936,123711,42.82,12.9,4.9,0.223704658,0.146385662,-0.344877681
09-04-2024,1093.75,1115.05,1089,1107.2,1107.629975,166070,4609,183944110,70525,42.47,26.05,13.45,0.217837822,0.146385662,-0.343534077
